FromTime,ToTime,AverageSpeed,NumberOfVehicle,Date,Day
08:15,08:20:00,15.74,22,2023-01-16,Monday
08:20,08:25:00,19.09,20,2023-01-16,Monday
08:25,08:30:00,18.31,11,2023-01-16,Monday
07:50,07:55:00,16.77,18,2023-01-16,Monday
08:30,08:35:00,19.71,13,2023-01-16,Monday
08:40,08:45:00,15.22,12,2023-01-16,Monday
08:45,08:50:00,18.05,16,2023-01-16,Monday
08:50,08:55:00,22.95,14,2023-01-16,Monday
08:55,09:00:00,20.88,14,2023-01-16,Monday
09:00,09:05:00,17.56,21,2023-01-16,Monday
09:05,09:10:00,16.56,12,2023-01-16,Monday
09:10,09:15:00,19.85,25,2023-01-16,Monday
08:35,08:40:00,19.72,11,2023-01-16,Monday
07:45,07:50:00,18.5,14,2023-01-16,Monday
07:40,07:45:00,17.88,26,2023-01-16,Monday
07:35,07:40:00,17.17,20,2023-01-16,Monday
06:10,06:15:00,17.94,10,2023-01-16,Monday
06:15,06:20:00,13.89,13,2023-01-16,Monday
06:20,06:25:00,17.26,23,2023-01-16,Monday
06:25,06:30:00,13.75,23,2023-01-16,Monday
06:30,06:35:00,18.66,18,2023-01-16,Monday
06:35,06:40:00,15.33,16,2023-01-16,Monday
06:40,06:45:00,11.8,14,2023-01-16,Monday
06:45,06:50:00,12.01,13,2023-01-16,Monday
06:50,06:55:00,6.44,21,2023-01-16,Monday
06:55,07:00:00,7.83,17,2023-01-16,Monday
07:00,07:05:00,8.14,27,2023-01-16,Monday
07:05,07:10:00,8.76,21,2023-01-16,Monday
07:10,07:15:00,12.13,19,2023-01-16,Monday
07:15,07:20:00,12.7,32,2023-01-16,Monday
07:20,07:25:00,16.49,26,2023-01-16,Monday
07:25,07:30:00,16.69,15,2023-01-16,Monday
07:30,07:35:00,19.43,21,2023-01-16,Monday
09:15,09:20:00,16.12,20,2023-01-16,Monday
12:45,12:50:00,3.27,13,2023-01-16,Monday
09:20,09:25:00,15.42,20,2023-01-16,Monday
09:30,09:35:00,18.98,12,2023-01-16,Monday
11:20,11:25:00,16.47,18,2023-01-16,Monday
11:25,11:30:00,22.7,12,2023-01-16,Monday
11:30,11:35:00,20.15,8,2023-01-16,Monday
11:35,11:40:00,13.46,18,2023-01-16,Monday
11:40,11:45:00,22.43,18,2023-01-16,Monday
11:45,11:50:00,19.53,19,2023-01-16,Monday
11:50,11:55:00,15.51,12,2023-01-16,Monday
11:15,11:20:00,15.35,29,2023-01-16,Monday
11:55,12:00:00,6.69,2,2023-01-16,Monday
12:05,12:10:00,6.22,14,2023-01-16,Monday
12:10,12:15:00,6.44,20,2023-01-16,Monday
12:15,12:20:00,6.26,5,2023-01-16,Monday
12:20,12:25:00,4.79,14,2023-01-16,Monday
12:25,12:30:00,3.0,12,2023-01-16,Monday
12:30,12:35:00,9.87,3,2023-01-16,Monday
12:35,12:40:00,4.84,10,2023-01-16,Monday
12:00,12:05:00,9.77,13,2023-01-16,Monday
11:10,11:15:00,14.85,18,2023-01-16,Monday
